boot_y,boot_part,boot_cond_coher,boot_cond_spat,boot_conds
1.01777828144259,2,2,1,3
0.347502534597879,2,1,2,2
0.281790698805708,2,1,2,2
0.298522640950978,2,1,2,2
0.445343905463233,2,1,2,2
0.44635598071909,2,1,1,1
0.693018678284716,2,2,1,3
0.75144777483365,2,2,2,4
0.351761348472792,2,2,2,4
0.319195081319776,2,1,2,2
0.73250487203768,2,1,2,2
0.437918089242885,2,2,2,4
0.408032552324585,2,1,2,2
0.327997260756092,2,1,2,2
0.531494234804995,2,1,2,2
-0.450101095324499,2,1,2,2
1.03537077530927,2,2,1,3
0.340704868285684,2,2,2,4
0.51701794929977,2,2,1,3
0.545001185513684,2,1,2,2
0.358721679353039,2,1,1,1
0.335221490910044,2,1,1,1
0.417195352507406,2,1,2,2
-0.442043305243715,2,2,1,3
0.524874817594537,2,2,1,3
0.931742086759186,2,2,2,4
0.524682489194674,2,2,2,4
0.393479585763998,2,2,2,4
0.424700210860465,2,1,1,1
-0.397312437868095,2,2,2,4
0.501677054257016,2,2,2,4
0.413682525264448,2,1,1,1
0.376657681845245,2,2,2,4
0.254758426366607,2,1,2,2
-0.547592966569937,2,2,2,4
0.56157014213386,2,2,2,4
-0.781280669252737,2,2,2,4
0.312798962520901,2,1,1,1
0.516582262163865,2,2,1,3
0.252993925678311,2,1,2,2
0.521931927229161,2,2,1,3
0.374241753990646,2,1,2,2
0.359344651835272,2,2,1,3
0.289448140567401,2,2,1,3
0.387455800955649,2,1,1,1
0.595980693513411,2,2,1,3
1.09943617851241,2,1,2,2
0.481320797392982,2,2,2,4
0.593246158910915,2,2,1,3
0.481503559625708,2,2,2,4
0.67652080982225,2,2,1,3
-0.863181967346463,2,2,1,3
0.84328919298423,2,1,1,1
0.349669791947235,2,1,1,1
-0.858414554502815,2,2,1,3
0.6137230937602,2,2,1,3
0.379362361054518,2,1,1,1
0.435900653712451,2,2,1,3
0.389256070906413,2,2,1,3
0.307463881821604,2,1,1,1
0.386037391392165,2,1,2,2
0.462012504431186,2,1,1,1
0.490680468981736,2,2,1,3
0.593898583741975,2,2,2,4
0.343639391692705,2,1,1,1
0.391622112889308,2,2,1,3
0.287179464459769,2,1,2,2
0.561939592604176,2,2,1,3
-0.602188939825282,2,2,2,4
0.663985868450254,2,2,2,4
0.342568225169089,2,1,2,2
0.797164758201689,2,2,2,4
0.760585695534246,2,2,1,3
0.365899857555632,2,1,1,1
0.261169982884894,2,2,1,3
0.560829104026197,2,2,2,4
0.184906048831181,2,1,1,1
-0.383053293116973,2,2,2,4
0.350529400719097,2,2,1,3
0.421184243808966,2,2,1,3
-1.43541403078416,2,2,2,4
0.397480359504698,2,1,2,2
0.283371628669556,2,1,1,1
0.586974440055201,2,2,1,3
1.03746205069183,2,2,1,3
0.820390802051406,2,1,2,2
0.54635351516481,2,2,2,4
-0.388671915410669,2,2,2,4
-0.445151693988009,2,2,1,3
0.632078509719577,2,2,2,4
0.396857735351659,2,2,2,4
1.22025996330194,2,1,2,2
0.327713084741845,2,2,2,4
-0.716756851499667,2,2,1,3
0.290999125485541,2,1,2,2
0.296576878245105,2,1,2,2
0.642366972475429,2,2,1,3
0.644721465403563,2,2,1,3
0.3898523402313,2,1,2,2
0.424911246154807,2,1,2,2
0.820198530869675,2,2,2,4
0.448532227019314,2,2,2,4
0.29273824163829,2,1,1,1
0.884020863944897,2,2,2,4
0.545439014778822,2,1,1,1
0.30605509065208,2,1,1,1
0.382484679823392,2,1,2,2
0.56800508039305,2,2,2,4
0.769026400870644,2,2,2,4
0.288599424049607,2,2,1,3
0.376713446748909,2,1,1,1
1.10670320883219,2,2,2,4
0.325285286889994,2,1,1,1
1.31424101009907,2,2,1,3
0.267405288133887,2,1,2,2
0.594993597260327,2,2,2,4
0.296489586064126,2,1,1,1
0.420328685431741,2,2,1,3
0.406198787124595,3,1,2,2
1.00987697340315,3,2,2,4
0.451098063756945,3,1,1,1
0.415070044473396,3,1,1,1
-0.48408444596862,3,2,1,3
0.419476319089881,3,2,1,3
0.396362812636653,3,2,2,4
0.691977705486352,3,1,1,1
0.463924169816892,3,1,2,2
0.75172463877243,3,2,2,4
1.41676109345281,3,1,2,2
-0.758806018347968,3,2,1,3
0.309091080081998,3,2,1,3
0.431594578752993,3,1,1,1
0.387534382825834,3,2,2,4
0.890266703150701,3,2,1,3
0.382941688701976,3,1,2,2
0.381747667241143,3,1,1,1
0.276891300265561,3,1,1,1
0.400888391857734,3,2,1,3
0.458326346764807,3,2,1,3
0.411188172292896,3,1,2,2
0.280330747948028,3,1,2,2
0.322161338510341,3,1,2,2
0.349619935936062,3,1,2,2
0.549746259057429,3,2,2,4
0.220013932514121,3,2,2,4
0.81250204074604,3,1,2,2
0.397945911987335,3,2,1,3
0.699437514544115,3,2,2,4
0.312655460118549,3,1,1,1
1.1825920646952,3,2,1,3
-0.50309047549672,3,2,1,3
0.801448605809128,3,1,2,2
0.488519613121753,3,2,1,3
0.294585441763047,3,1,1,1
0.360418624783051,3,2,2,4
0.23096441362577,3,1,1,1
0.397012622604962,3,2,1,3
0.383126229819027,3,2,2,4
0.390081512668985,3,1,1,1
-0.633124047890306,3,2,2,4
0.316345275074127,3,1,2,2
0.418574091745541,3,1,1,1
0.28370604882366,3,2,2,4
0.461834324989468,3,2,2,4
0.775045844187844,3,2,2,4
-0.860180005591246,3,2,2,4
0.3565062826965,3,1,2,2
0.311775935304468,3,1,1,1
0.25467225376633,3,1,1,1
0.399433904531179,3,2,2,4
0.329119236208498,3,1,2,2
-1.01992379162402,3,2,1,3
0.391071012287284,3,2,2,4
0.286012825366925,3,1,1,1
0.284782663977239,3,2,2,4
0.341818887274712,3,2,2,4
0.416564304148778,3,2,2,4
0.561271259837667,3,2,1,3
0.575755141035188,3,2,1,3
0.333648850879399,3,1,2,2
0.464088924272801,3,1,2,2
-0.639038624169189,3,1,2,2
0.449205963610439,3,2,2,4
0.615919422794832,3,2,1,3
0.233677278185496,3,1,2,2
0.359949636462261,3,1,1,1
-0.818619626181317,3,2,1,3
0.363758552004583,3,1,2,2
-0.703831906692358,3,2,2,4
0.674242226712522,3,2,1,3
0.288944442858337,3,1,2,2
0.599749242101097,3,2,2,4
1.01777828144259,3,2,1,3
0.347502534597879,3,1,2,2
0.281790698805708,3,1,2,2
0.298522640950978,3,1,2,2
0.445343905463233,3,1,2,2
0.44635598071909,3,1,1,1
0.693018678284716,3,2,1,3
0.75144777483365,3,2,2,4
0.351761348472792,3,2,2,4
0.319195081319776,3,1,2,2
0.73250487203768,3,1,2,2
0.437918089242885,3,2,2,4
0.408032552324585,3,1,2,2
0.327997260756092,3,1,2,2
0.531494234804995,3,1,2,2
-0.450101095324499,3,1,2,2
1.03537077530927,3,2,1,3
0.340704868285684,3,2,2,4
0.51701794929977,3,2,1,3
0.545001185513684,3,1,2,2
0.358721679353039,3,1,1,1
0.335221490910044,3,1,1,1
0.417195352507406,3,1,2,2
-0.442043305243715,3,2,1,3
0.524874817594537,3,2,1,3
0.931742086759186,3,2,2,4
0.524682489194674,3,2,2,4
0.393479585763998,3,2,2,4
0.424700210860465,3,1,1,1
-0.397312437868095,3,2,2,4
0.501677054257016,3,2,2,4
0.413682525264448,3,1,1,1
0.376657681845245,3,2,2,4
0.254758426366607,3,1,2,2
-0.547592966569937,3,2,2,4
0.56157014213386,3,2,2,4
-0.781280669252737,3,2,2,4
0.312798962520901,3,1,1,1
0.516582262163865,3,2,1,3
0.252993925678311,3,1,2,2
0.521931927229161,3,2,1,3
0.374241753990646,3,1,2,2
0.359344651835272,3,2,1,3
0.289448140567401,3,2,1,3
0.387455800955649,3,1,1,1
0.595980693513411,3,2,1,3
1.09943617851241,3,1,2,2
0.481320797392982,3,2,2,4
0.593246158910915,3,2,1,3
0.481503559625708,3,2,2,4
0.67652080982225,3,2,1,3
-0.863181967346463,3,2,1,3
0.84328919298423,3,1,1,1
0.349669791947235,3,1,1,1
-0.858414554502815,3,2,1,3
0.6137230937602,3,2,1,3
0.379362361054518,3,1,1,1
0.435900653712451,3,2,1,3
0.389256070906413,3,2,1,3
0.307463881821604,3,1,1,1
0.386037391392165,3,1,2,2
0.462012504431186,3,1,1,1
0.490680468981736,3,2,1,3
0.593898583741975,3,2,2,4
0.343639391692705,3,1,1,1
0.391622112889308,3,2,1,3
0.287179464459769,3,1,2,2
0.561939592604176,3,2,1,3
-0.602188939825282,3,2,2,4
0.663985868450254,3,2,2,4
0.342568225169089,3,1,2,2
0.797164758201689,3,2,2,4
0.760585695534246,3,2,1,3
0.365899857555632,3,1,1,1
0.261169982884894,3,2,1,3
0.560829104026197,3,2,2,4
0.184906048831181,3,1,1,1
-0.383053293116973,3,2,2,4
0.350529400719097,3,2,1,3
0.421184243808966,3,2,1,3
-1.43541403078416,3,2,2,4
0.397480359504698,3,1,2,2
0.283371628669556,3,1,1,1
0.586974440055201,3,2,1,3
1.03746205069183,3,2,1,3
0.820390802051406,3,1,2,2
0.54635351516481,3,2,2,4
-0.388671915410669,3,2,2,4
-0.445151693988009,3,2,1,3
0.632078509719577,3,2,2,4
0.396857735351659,3,2,2,4
1.22025996330194,3,1,2,2
0.327713084741845,3,2,2,4
-0.716756851499667,3,2,1,3
0.290999125485541,3,1,2,2
0.296576878245105,3,1,2,2
0.642366972475429,3,2,1,3
0.644721465403563,3,2,1,3
0.3898523402313,3,1,2,2
0.424911246154807,3,1,2,2
0.820198530869675,3,2,2,4
0.448532227019314,3,2,2,4
0.29273824163829,3,1,1,1
0.884020863944897,3,2,2,4
0.545439014778822,3,1,1,1
0.30605509065208,3,1,1,1
0.382484679823392,3,1,2,2
0.56800508039305,3,2,2,4
0.769026400870644,3,2,2,4
0.288599424049607,3,2,1,3
0.376713446748909,3,1,1,1
1.10670320883219,3,2,2,4
0.325285286889994,3,1,1,1
1.31424101009907,3,2,1,3
0.267405288133887,3,1,2,2
0.594993597260327,3,2,2,4
0.296489586064126,3,1,1,1
0.420328685431741,3,2,1,3
0.406198787124595,4,1,2,2
1.00987697340315,4,2,2,4
0.451098063756945,4,1,1,1
0.415070044473396,4,1,1,1
-0.48408444596862,4,2,1,3
0.419476319089881,4,2,1,3
0.396362812636653,4,2,2,4
0.691977705486352,4,1,1,1
0.463924169816892,4,1,2,2
0.75172463877243,4,2,2,4
1.41676109345281,4,1,2,2
-0.758806018347968,4,2,1,3
0.309091080081998,4,2,1,3
0.431594578752993,4,1,1,1
0.387534382825834,4,2,2,4
0.890266703150701,4,2,1,3
0.382941688701976,4,1,2,2
0.381747667241143,4,1,1,1
0.276891300265561,4,1,1,1
0.400888391857734,4,2,1,3
0.458326346764807,4,2,1,3
0.411188172292896,4,1,2,2
0.280330747948028,4,1,2,2
0.322161338510341,4,1,2,2
0.349619935936062,4,1,2,2
0.549746259057429,4,2,2,4
0.220013932514121,4,2,2,4
0.81250204074604,4,1,2,2
0.397945911987335,4,2,1,3
0.699437514544115,4,2,2,4
0.312655460118549,4,1,1,1
1.1825920646952,4,2,1,3
-0.50309047549672,4,2,1,3
0.801448605809128,4,1,2,2
0.488519613121753,4,2,1,3
0.294585441763047,4,1,1,1
0.360418624783051,4,2,2,4
0.23096441362577,4,1,1,1
0.397012622604962,4,2,1,3
0.383126229819027,4,2,2,4
0.390081512668985,4,1,1,1
-0.633124047890306,4,2,2,4
0.316345275074127,4,1,2,2
0.418574091745541,4,1,1,1
0.28370604882366,4,2,2,4
0.461834324989468,4,2,2,4
0.775045844187844,4,2,2,4
-0.860180005591246,4,2,2,4
0.3565062826965,4,1,2,2
0.311775935304468,4,1,1,1
0.25467225376633,4,1,1,1
0.399433904531179,4,2,2,4
0.329119236208498,4,1,2,2
-1.01992379162402,4,2,1,3
0.391071012287284,4,2,2,4
0.286012825366925,4,1,1,1
0.284782663977239,4,2,2,4
0.341818887274712,4,2,2,4
0.416564304148778,4,2,2,4
0.561271259837667,4,2,1,3
0.575755141035188,4,2,1,3
0.333648850879399,4,1,2,2
0.464088924272801,4,1,2,2
-0.639038624169189,4,1,2,2
0.449205963610439,4,2,2,4
0.615919422794832,4,2,1,3
0.233677278185496,4,1,2,2
0.359949636462261,4,1,1,1
-0.818619626181317,4,2,1,3
0.363758552004583,4,1,2,2
-0.703831906692358,4,2,2,4
0.674242226712522,4,2,1,3
0.288944442858337,4,1,2,2
0.599749242101097,4,2,2,4
1.01777828144259,4,2,1,3
0.347502534597879,4,1,2,2
0.281790698805708,4,1,2,2
0.298522640950978,4,1,2,2
0.445343905463233,4,1,2,2
0.44635598071909,4,1,1,1
0.693018678284716,4,2,1,3
0.75144777483365,4,2,2,4
0.351761348472792,4,2,2,4
0.319195081319776,4,1,2,2
0.73250487203768,4,1,2,2
0.437918089242885,4,2,2,4
0.408032552324585,4,1,2,2
0.327997260756092,4,1,2,2
0.531494234804995,4,1,2,2
-0.450101095324499,4,1,2,2
1.03537077530927,4,2,1,3
0.340704868285684,4,2,2,4
0.51701794929977,4,2,1,3
0.545001185513684,4,1,2,2
0.358721679353039,4,1,1,1
0.335221490910044,4,1,1,1
0.417195352507406,4,1,2,2
-0.442043305243715,4,2,1,3
0.524874817594537,4,2,1,3
0.931742086759186,4,2,2,4
0.524682489194674,4,2,2,4
0.393479585763998,4,2,2,4
0.424700210860465,4,1,1,1
-0.397312437868095,4,2,2,4
0.501677054257016,4,2,2,4
0.413682525264448,4,1,1,1
0.376657681845245,4,2,2,4
0.254758426366607,4,1,2,2
-0.547592966569937,4,2,2,4
0.56157014213386,4,2,2,4
-0.781280669252737,4,2,2,4
0.312798962520901,4,1,1,1
0.516582262163865,4,2,1,3
0.252993925678311,4,1,2,2
0.521931927229161,4,2,1,3
0.374241753990646,4,1,2,2
0.359344651835272,4,2,1,3
0.289448140567401,4,2,1,3
0.387455800955649,4,1,1,1
0.595980693513411,4,2,1,3
1.09943617851241,4,1,2,2
0.481320797392982,4,2,2,4
0.593246158910915,4,2,1,3
0.481503559625708,4,2,2,4
0.67652080982225,4,2,1,3
-0.863181967346463,4,2,1,3
0.84328919298423,4,1,1,1
0.349669791947235,4,1,1,1
-0.858414554502815,4,2,1,3
0.6137230937602,4,2,1,3
0.379362361054518,4,1,1,1
0.435900653712451,4,2,1,3
0.389256070906413,4,2,1,3
0.307463881821604,4,1,1,1
0.386037391392165,4,1,2,2
0.462012504431186,4,1,1,1
0.490680468981736,4,2,1,3
0.593898583741975,4,2,2,4
0.343639391692705,4,1,1,1
0.391622112889308,4,2,1,3
0.287179464459769,4,1,2,2
0.561939592604176,4,2,1,3
-0.602188939825282,4,2,2,4
0.663985868450254,4,2,2,4
0.342568225169089,4,1,2,2
0.797164758201689,4,2,2,4
0.760585695534246,4,2,1,3
0.365899857555632,4,1,1,1
0.261169982884894,4,2,1,3
0.560829104026197,4,2,2,4
0.184906048831181,4,1,1,1
-0.383053293116973,4,2,2,4
0.350529400719097,4,2,1,3
0.421184243808966,4,2,1,3
-1.43541403078416,4,2,2,4
0.397480359504698,4,1,2,2
0.283371628669556,4,1,1,1
0.586974440055201,4,2,1,3
1.03746205069183,4,2,1,3
0.820390802051406,4,1,2,2
0.54635351516481,4,2,2,4
-0.388671915410669,4,2,2,4
-0.445151693988009,4,2,1,3
0.632078509719577,4,2,2,4
0.396857735351659,4,2,2,4
1.22025996330194,4,1,2,2
0.327713084741845,4,2,2,4
-0.716756851499667,4,2,1,3
0.290999125485541,4,1,2,2
0.296576878245105,4,1,2,2
0.642366972475429,4,2,1,3
0.644721465403563,4,2,1,3
0.3898523402313,4,1,2,2
0.424911246154807,4,1,2,2
0.820198530869675,4,2,2,4
0.448532227019314,4,2,2,4
0.29273824163829,4,1,1,1
0.884020863944897,4,2,2,4
0.545439014778822,4,1,1,1
0.30605509065208,4,1,1,1
0.382484679823392,4,1,2,2
0.56800508039305,4,2,2,4
0.769026400870644,4,2,2,4
0.288599424049607,4,2,1,3
0.376713446748909,4,1,1,1
1.10670320883219,4,2,2,4
0.325285286889994,4,1,1,1
1.31424101009907,4,2,1,3
0.267405288133887,4,1,2,2
0.594993597260327,4,2,2,4
0.296489586064126,4,1,1,1
0.420328685431741,4,2,1,3
0.545840114,5,2,2,4
0.468600996,5,2,1,3
0.470487157,5,2,1,3
0.431567378,5,2,2,4
0.430313848,5,1,2,2
0.432813758,5,2,2,4
0.337434571,5,2,2,4
0.303694359,5,1,1,1
0.483136526,5,1,1,1
0.342021409,5,1,2,2
0.391885924,5,2,2,4
0.461380999,5,1,2,2
0.630496917,5,2,2,4
0.451763013,5,2,1,3
0.392464733,5,2,2,4
0.763944333,5,2,2,4
0.579081784,5,2,2,4
0.778781161,5,2,1,3
0.510244047,5,2,2,4
0.286876665,5,1,1,1
0.724012994,5,1,1,1
0.342943108,5,1,2,2
-0.479420213,5,2,2,4
0.51950124,5,1,2,2
-0.342494944,5,1,2,2
0.718702392,5,1,1,1
0.589189884,5,2,2,4
0.446366612,5,2,1,3
0.537220906,5,1,2,2
0.626630461,5,2,1,3
0.368148982,5,1,1,1
0.585836601,5,1,2,2
0.433039375,5,2,1,3
-0.486238193,5,2,2,4
0.359385541,5,2,1,3
0.375369947,5,1,1,1
0.401642041,5,2,1,3
-0.407743095,5,2,2,4
0.3777329,5,1,2,2
0.388379084,5,1,2,2
0.487966105,5,2,1,3
0.372209697,5,1,2,2
0.457648171,5,2,2,4
0.393507641,5,1,2,2
0.376790506,5,1,1,1
0.47627392,5,2,2,4
0.401843567,5,2,2,4
0.438585686,5,2,2,4
0.436222987,5,1,2,2
0.444994361,5,2,1,3
0.440156833,5,1,1,1
0.319409881,5,1,1,1
0.458065171,5,2,2,4
0.400102472,5,1,1,1
0.508483074,5,2,2,4
0.442300558,5,2,2,4
0.441869183,5,1,1,1
0.375788266,5,2,2,4
0.405241586,5,1,2,2
0.440674674,5,2,1,3
0.857350713,5,1,2,2
0.538202375,5,2,2,4
0.306889324,5,1,2,2
0.463464891,5,2,1,3
0.31027962,5,1,1,1
0.56308312,5,1,1,1
0.429847946,5,2,1,3
-0.34439274,5,1,1,1
0.435824328,5,1,2,2
0.32964572,5,1,1,1
0.480231822,5,2,1,3
0.431269408,5,1,2,2
0.479910517,5,1,1,1
0.318845609,5,1,1,1
0.3291599,5,1,2,2
0.677238754,5,1,2,2
0.562817221,5,2,1,3
0.45027908,5,1,2,2
0.564002378,5,1,2,2
0.514210682,5,1,2,2
0.229438435,5,1,1,1
0.373188536,5,1,2,2
-0.436640661,5,1,2,2
0.523842938,5,1,1,1
0.547393197,5,2,2,4
0.378364565,5,1,2,2
0.821522792,5,1,1,1
0.435525109,5,2,1,3
0.455053171,5,2,2,4
0.590596324,5,2,1,3
0.450279045,5,2,1,3
0.437603346,5,2,2,4
0.404976329,5,2,1,3
0.427707864,5,2,2,4
0.465089392,5,1,1,1
0.418208376,5,2,2,4
0.399418598,5,2,2,4
0.344491028,5,1,1,1
0.523430523,5,2,2,4
0.441126161,5,1,2,2
0.855185555,5,2,1,3
0.363193656,5,1,1,1
0.457423808,5,1,1,1
0.333033523,5,2,2,4
0.284288531,5,1,1,1
0.409418822,5,1,2,2
0.596000761,5,1,2,2
0.41243852,5,2,1,3
0.461748802,5,1,2,2
0.556620596,5,2,2,4
