condition,image_index,key_press,response_time,response_corr,stimulus_side,prioritization_cue,n200lat
2.0,36.0,2.0,0.389670669532279,1.0,1,76,0.165625
3.0,43.0,2.0,0.731547229849639,0.0,0,74,0.1197265625
3.0,48.0,2.0,0.447749361380374,0.0,0,74,0.171484375
2.0,19.0,2.0,0.255976695599202,1.0,0,76,0.1353515625
1.0,2.0,1.0,0.395862109201516,1.0,0,74,0.1373046875
3.0,50.0,1.0,0.501150936859631,1.0,1,75,0.1431640625
1.0,19.0,2.0,0.231059113738411,1.0,1,75,0.144140625
1.0,4.0,1.0,0.703886423700169,1.0,1,75,0.21640625
4.0,49.0,1.0,0.565593334847108,1.0,0,76,0.14609375
2.0,7.0,1.0,0.46048146091016,1.0,0,76,0.165625
1.0,20.0,2.0,0.640375189160295,1.0,1,75,0.1646484375
2.0,17.0,1.0,0.408967539410696,1.0,1,76,0.09921875
1.0,8.0,1.0,0.381581440073205,1.0,1,75,0.09921875
3.0,58.0,2.0,0.504070587430761,1.0,1,75,0.2046875
2.0,18.0,1.0,0.416953766252846,1.0,1,76,0.2125
2.0,2.0,1.0,0.35777155741107,1.0,0,76,0.163671875
4.0,57.0,2.0,0.377367157513618,1.0,0,76,0.1373046875
4.0,53.0,1.0,0.166891036936249,1.0,1,76,0.151953125
4.0,45.0,2.0,0.258625565303191,0.0,0,76,0.13046875
4.0,56.0,2.0,0.332671486193249,1.0,1,76,0.171484375
2.0,4.0,1.0,0.497816879954371,1.0,1,76,0.202734375
4.0,54.0,1.0,0.56659026163652,1.0,1,76,0.134375
1.0,12.0,1.0,0.503296329999102,1.0,1,75,0.1470703125
2.0,24.0,2.0,0.281957696553945,1.0,0,76,0.09921875
1.0,1.0,1.0,0.208267743108991,1.0,1,75,0.1216796875
3.0,51.0,1.0,0.339345854648855,1.0,1,75,0.12265625
1.0,36.0,2.0,0.33355213977211,1.0,1,75,0.13828125
3.0,49.0,1.0,0.551849796456736,1.0,0,74,0.12265625
1.0,5.0,1.0,0.314910895559478,1.0,0,74,0.1734375
1.0,34.0,2.0,0.293072106931504,1.0,1,75,0.163671875
