condition,image_index,key_press,response_time,response_corr,stimulus_side,prioritization_cue,n200lat
2,19,2,0.308022649865052,1,1,76,0.1353515625
4,61,1,0.31520954608186,0,0,76,0.1626953125
1,10,1,0.411548371045683,1,0,74,0.151953125
4,56,2,0.523844160270528,1,1,76,0.1822265625
4,49,1,0.388920504048656,1,0,76,0.140234375
2,34,2,0.459842931247294,1,1,76,0.1421875
4,50,1,0.562749197029916,1,1,76,0.1236328125
1,12,1,0.47262091828452,1,0,74,0.14609375
1,11,2,0.387948963167219,0,1,75,0.1646484375
2,12,1,0.378343347970258,1,1,76,0.13046875
1,17,1,0.441496443542746,1,0,74,0.103125
2,25,2,0.498543171329402,1,0,76,0.11875
1,33,2,0.692067384840811,1,0,74,-9.223372036854776e+18
3,53,1,0.380644346863846,1,1,75,-9.223372036854776e+18
4,41,1,0.451888760900147,1,0,76,-9.223372036854776e+18
1,4,1,0.764375364788975,1,1,75,-9.223372036854776e+18
4,65,2,0.360178526912932,1,0,76,-9.223372036854776e+18
4,51,1,0.477166410827522,1,0,76,-9.223372036854776e+18
3,62,1,0.551596686113953,0,0,74,0.1431640625
3,61,2,0.450565099702544,1,0,74,0.148046875
2,33,2,0.452438221647753,1,1,76,0.171484375
1,7,1,0.437798066899632,1,1,75,0.163671875
1,22,2,0.44729338342313,1,0,74,0.155859375
1,36,2,0.494788866635645,1,0,74,0.101171875
4,48,1,0.433038161938384,1,0,76,0.1333984375
4,52,1,0.442840022888959,1,0,76,0.2115234375
2,10,1,0.841759519336847,1,0,76,0.1529296875
4,72,2,0.510429715508508,1,0,76,0.1158203125
2,16,1,0.336258547811667,1,1,76,0.132421875
2,1,1,0.634093567527998,1,0,76,0.11484375
3,59,1,1.05498544328202,0,0,74,0.1890625
3,71,2,0.645331908594926,1,0,74,0.1705078125
1,27,2,0.637644324472603,1,1,75,0.1822265625
1,21,2,0.767827643086093,1,1,75,0.1607421875
1,1,1,0.551318667976375,1,0,74,0.1294921875
3,46,1,0.469567913520223,1,1,75,0.1333984375
2,11,2,0.701439303884399,0,1,76,0.136328125
3,69,1,0.628542576720974,0,1,75,0.1861328125
2,21,2,0.364853377949657,1,0,76,0.15390625
1,24,2,0.385746196619039,1,0,74,0.140234375
1,3,1,0.317001136972067,1,0,74,0.1158203125
1,20,2,0.331862411524526,1,1,75,0.144140625
3,66,2,0.592213817811171,1,0,74,0.2486328125
1,34,2,0.38485236786164,1,1,75,0.23984375
2,31,2,0.283936008657292,1,1,76,0.179296875
2,22,2,0.347584112253571,1,0,76,0.16171875
1,18,1,0.521468041647495,1,0,74,0.1900390625
3,57,2,0.447669178618526,1,0,74,0.1490234375
2,3,1,0.294659428528576,1,0,76,0.1353515625
3,55,2,0.350456303723149,1,1,75,0.1626953125
4,40,1,0.563945231312573,1,0,76,0.1470703125
2,35,2,0.492944258542593,1,0,76,0.1626953125
1,2,1,0.485644779758331,1,0,74,0.1265625
4,37,1,0.375619281244326,1,0,76,0.1958984375
1,9,2,0.35716350247003,0,1,75,0.1666015625
4,53,1,0.552152493500216,1,1,76,0.2330078125
1,8,1,0.364991663038381,1,1,75,0.1568359375
1,5,1,0.467569035564338,1,0,74,0.17734375
