condition,response_time,response_corr,n200lat
2,0.283780086,1,0.148046875
2,0.250876771,1,0.09921875
4,0.299575077,1,0.103125
1,0.201315142,1,0.145117188
2,0.273386127,1,0.09921875
3,0.366281125,1,0.1890625
1,0.276226216,1,0.105078125
4,0.288307028,1,0.22421875
1,0.247179094,1,0.140234375
3,0.341579268,1,0.219335938
1,0.327786771,1,0.155859375
1,0.177256126,1,0.12265625
1,0.184030484,1,0.111914063
4,0.176996082,1,0.123632813
3,0.371384834,1,0.154882813
1,0.39156432,1,0.09921875
4,0.346493595,1,0.128515625
4,0.290722891,1,0.09921875
1,0.143763007,1,0.103125
4,0.328279206,0,0.09921875
2,0.294666983,1,0.12265625
3,0.303409833,1,0.09921875
3,0.421540544,1,0.09921875
4,0.430823619,1,0.116796875
1,0.32619726,1,0.152929688
4,0.267341032,1,0.09921875
4,0.35499416,1,0.09921875
3,0.518728631,1,0.149023438
2,0.283774028,1,0.134375
2,0.283173021,1,0.135351563
3,0.304787376,1,0.139257813
2,0.270649545,1,0.09921875
3,0.266867481,1,0.16953125
4,0.418718552,1,0.102148438
1,0.352553543,1,0.116796875
4,0.292208014,1,0.09921875
4,0.346222124,1,0.134375
3,0.321519516,1,0.171484375
2,0.353197817,1,0.22421875
4,0.445359563,1,0.136328125
4,0.36233619,1,0.190039063
3,0.288618676,1,0.133398438
3,0.344234978,1,0.09921875
1,0.315134342,1,0.111914063
1,0.316853405,1,0.160742188
