condition,response_time,response_corr,n200lat
3,0.171676378,1,0.09921875
3,0.181997599,1,0.131445313
2,0.303771539,1,0.09921875
4,0.264447065,1,0.178320313
1,0.161322633,1,0.199804688
2,0.367236901,1,0.179296875
2,0.303844553,1,0.109960938
2,0.290133508,1,0.175390625
2,0.3352702,1,0.140234375
3,0.285826053,1,0.172460938
1,0.192398286,1,0.1578125
1,0.270665218,1,0.128515625
1,0.223109914,1,0.150976563
2,0.287209208,1,0.113867188
2,0.280302726,1,0.16171875
1,0.221984264,1,0.13046875
3,0.237292788,1,0.160742188
3,0.224191361,1,0.152929688
1,0.13700133,1,0.14609375
3,0.294079736,1,0.171484375
2,0.164579214,1,0.134375
4,0.333396135,1,0.127539063
2,0.322005944,1,0.09921875
1,0.348798134,1,0.144140625
1,0.261802917,1,0.18515625
1,0.276430059,1,0.2203125
2,0.138085215,1,0.09921875
2,0.152003794,1,0.2203125
1,0.117656111,1,0.132421875
1,0.184394917,1,0.140234375
3,0.243021097,1,0.120703125
3,0.216753416,1,0.248632813
1,0.189138346,1,0.111914063
1,0.181142531,1,0.127539063
2,0.19103373,1,0.179296875
3,0.345592198,1,0.132421875
3,0.11731564,1,0.119726563
3,0.165347,0,0.108007813
3,0.210428731,1,0.1890625
2,0.134327715,0,0.144140625
2,0.242452451,1,0.1890625
4,0.328476442,1,0.127539063
3,0.254757364,1,0.09921875
1,0.170650111,1,0.127539063
2,0.264496162,1,0.133398438
1,0.154570721,1,0.09921875
4,0.215754377,1,0.156835938
1,0.161183734,1,0.20859375
3,0.272563436,1,0.159765625
1,0.150562254,1,0.172460938
4,0.235439015,1,0.15
2,0.294089006,1,0.135351563
2,0.283050653,1,0.18125
2,0.156167203,1,0.1734375
1,0.307053619,1,0.203710938
1,0.214568812,1,0.165625
2,0.262638291,1,0.137304688
4,0.379014596,1,0.102148438
4,0.219490234,1,0.165625
2,0.271672922,1,0.1734375
3,0.216944331,1,0.158789063
4,0.3028331,1,0.136328125
3,0.393766508,0,0.229101563
3,0.233617978,1,0.20859375
4,0.267597079,1,0.166601563
3,0.337746712,1,0.166601563
1,0.317229572,1,0.248632813
4,0.256684517,1,0.128515625
1,0.235906344,1,0.159765625
3,0.224276906,1,0.165625
1,0.215918592,1,0.102148438
2,0.271129397,1,0.178320313
3,0.330797425,1,0.163671875
1,0.330261648,1,0.123632813
2,0.34081491,1,0.149023438
4,0.235226121,1,0.155859375
1,0.247536042,1,0.168554688
3,0.162102491,1,0.210546875
2,0.239552341,1,0.15
3,0.24961088,1,0.148046875
2,0.305249794,1,0.136328125
4,0.247079135,1,0.165625
1,0.377644037,1,0.136328125
2,0.324776972,1,0.15
3,0.270446346,1,0.16171875
3,0.136143535,1,0.1734375
4,0.362782592,1,0.176367188
2,0.199685735,1,0.19296875
2,0.14730486,0,0.164648438
4,0.149481228,1,0.09921875
4,0.215053602,1,0.09921875
4,0.314661354,1,0.149023438
4,0.184957196,1,0.135351563
1,0.238664581,1,0.129492188
2,0.188080032,0,0.18515625
2,0.126995565,1,0.13046875
1,0.226796893,1,0.156835938
3,0.426964861,0,0.148046875
2,0.360540828,1,0.198828125
1,0.155804462,1,0.1421875
3,0.156128547,1,0.149023438
4,0.234848007,1,0.167578125
4,0.305039109,1,0.137304688
2,0.207959163,1,0.174414063
1,0.355106192,1,0.15
3,0.193768275,1,0.164648438
3,0.187887813,1,0.167578125
4,0.382431933,1,0.171484375
3,0.249534823,1,0.139257813
2,0.328346121,1,0.106054688
4,0.178415398,1,0.162695313
4,0.126376623,1,0.135351563
4,0.150862823,0,0.139257813
4,0.107413155,0,0.13828125
3,0.194034356,1,0.115820313
4,0.198064204,1,0.16171875
1,0.22368162,1,0.14609375
1,0.14893514,1,0.123632813
4,0.165143091,1,0.125585938
1,0.157727706,1,0.139257813
4,0.151248159,1,0.119726563
1,0.144450331,1,0.11484375
4,0.165146661,0,0.12265625
4,0.325371614,1,0.1421875
3,0.295296092,1,0.149023438
4,0.199885467,0,0.125585938
3,0.194657259,1,0.141210938
2,0.215639964,1,0.105078125
1,0.200465339,1,0.09921875
4,0.181818579,1,0.09921875
3,0.226633651,1,0.125585938
2,0.275604508,1,0.210546875
2,0.220319002,1,0.109960938
3,0.169320367,1,0.15
1,0.164786719,1,0.140234375
4,0.208328141,1,0.131445313
2,0.258958298,1,0.176367188
3,0.141054005,1,0.133398438
2,0.12164645,1,0.149023438
2,0.22524599,1,0.168554688
4,0.138982926,1,0.09921875
3,0.290455103,1,0.09921875
1,0.195017942,1,0.1890625
4,0.113304019,1,0.09921875
1,0.187094638,1,0.151953125
3,0.248277951,1,0.116796875
1,0.180691359,1,0.101171875
1,0.202801005,1,0.191015625
2,0.244707695,0,0.09921875
1,0.250236805,1,0.174414063
2,0.270441235,0,0.163671875
4,0.301439296,0,0.134375
3,0.290690754,1,0.193945313
3,0.144880027,1,0.14609375
1,0.245046252,1,0.128515625
2,0.302991231,1,0.147070313
3,0.190341123,1,0.167578125
3,0.313063215,1,0.159765625
2,0.30629204,1,0.248632813
2,0.299207797,1,0.112890625
3,0.208305811,1,0.1734375
4,0.332634624,1,0.150976563
4,0.253550848,1,0.16171875
2,0.334946172,1,0.09921875
1,0.339323917,1,0.09921875
4,0.493419355,0,0.09921875
