condition,response_time,response_corr,n200lat
3,0.356689784,1,0.158789063
1,0.331247945,1,0.125585938
2,0.403655146,1,0.24375
3,0.372506216,1,0.143164063
3,0.367718835,1,0.166601563
3,0.530826393,1,0.09921875
4,0.372020623,1,0.162695313
4,0.458229001,1,0.174414063
4,0.437103845,1,0.191992188
3,0.32010996,1,0.1265625
3,0.319695255,1,0.131445313
1,0.534899939,1,0.18125
4,0.556672525,1,0.152929688
1,0.412309587,1,0.24375
2,0.604335509,1,0.20859375
3,0.379738562,1,0.152929688
2,0.255334951,1,0.154882813
3,0.351764479,1,0.09921875
3,0.387585653,1,0.182226563
4,0.592101078,0,0.112890625
3,0.609881864,0,0.186132813
2,0.386834208,1,0.137304688
2,0.399726329,1,0.139257813
2,0.474096869,1,0.136328125
4,0.699916788,0,0.13828125
1,0.400322912,1,0.182226563
3,0.585412603,1,0.164648438
3,0.336889041,1,0.182226563
3,0.557610708,0,0.165625
3,0.320821011,1,0.136328125
1,0.456389462,1,0.108007813
1,0.418008219,1,0.11875
1,0.512869789,1,0.13828125
1,0.363898129,1,0.09921875
4,0.32997043,0,0.167578125
3,0.37943155,1,0.09921875
3,0.364761385,1,0.205664063
2,0.318361086,1,0.164648438
3,0.441419413,1,0.170507813
2,0.377384286,1,0.202734375
2,0.600479277,1,0.221289063
1,0.317320276,1,0.2203125
4,0.471889008,1,0.183203125
2,0.404880007,1,0.165625
1,0.332795027,1,0.15390625
3,0.390022699,1,0.109960938
2,0.371973722,1,0.168554688
1,0.340082115,1,0.102148438
4,0.461220256,1,0.18515625
4,0.70667137,1,0.148046875
1,0.382232985,1,0.144140625
2,0.342432843,1,0.124609375
2,0.356792123,1,0.12265625
3,0.335038436,1,0.158789063
2,0.35025612,1,0.109960938
2,0.37969665,1,0.182226563
4,0.554407969,1,0.15
2,0.310058764,1,0.09921875
4,0.354410074,1,0.116796875
4,0.306606203,1,0.09921875
3,0.465962662,1,0.09921875
1,0.342690213,1,0.184179688
1,0.290002141,1,0.179296875
1,0.422478281,1,0.1109375
2,0.349494491,1,0.17734375
4,0.422743565,1,0.223242188
1,0.417967554,1,0.14609375
2,0.419641458,1,0.151953125
2,0.31089733,1,0.125585938
3,0.427184667,1,0.125585938
4,0.253960682,1,0.166601563
3,0.265620809,1,0.13828125
4,0.459850913,1,0.163671875
4,0.318398405,1,0.23984375
4,0.415506868,1,0.1734375
2,0.210956769,1,0.16171875
3,0.411861536,1,0.121679688
4,0.552573824,1,0.15390625
3,0.419540671,1,0.179296875
2,0.408547591,1,0.09921875
1,0.367271113,1,0.205664063
2,0.348757698,1,0.194921875
1,0.317744442,1,0.112890625
1,0.344120916,1,0.09921875
2,0.302887977,1,0.111914063
3,0.311566984,1,0.159765625
2,0.329332196,1,0.2125
1,0.750399067,1,0.248632813
1,0.298306414,1,0.09921875
1,0.290225939,1,0.164648438
3,0.532590428,1,0.108007813
4,0.306643288,1,0.128515625
4,0.422516107,1,0.108007813
3,0.259922889,1,0.132421875
4,0.357740111,1,0.158789063
3,0.317293593,1,0.108007813
4,0.347026518,1,0.163671875
2,0.564281212,1,0.226171875
4,0.383334274,1,0.248632813
2,0.283143693,1,0.105078125
4,0.369342,1,0.195898438
1,0.232427528,1,0.09921875
3,0.193588921,1,0.196875
2,0.286259618,1,0.186132813
2,0.332459105,1,0.124609375
2,0.185185447,1,0.105078125
3,0.405662293,1,0.140234375
3,0.511732596,0,0.171484375
2,0.255578495,1,0.123632813
3,0.513294842,1,0.162695313
3,0.3823917,1,0.09921875
3,0.440763487,1,0.123632813
1,0.418897705,1,0.163671875
3,0.401440647,1,0.160742188
4,0.454178879,1,0.150976563
3,0.420471851,1,0.155859375
1,0.383481834,1,0.10703125
4,0.436891024,1,0.194921875
2,0.306263206,1,0.11484375
4,0.491706776,1,0.10703125
4,0.584163704,1,0.152929688
2,0.354307939,1,0.15
3,0.231720433,1,0.141210938
1,0.348601005,1,0.1734375
4,1.269790959,1,0.149023438
1,0.467963134,1,0.18515625
4,0.340872287,1,0.148046875
2,0.410019594,1,0.199804688
2,0.336677491,1,0.09921875
3,0.444684348,1,0.155859375
1,0.358386349,1,0.218359375
3,0.383438641,1,0.1734375
3,0.426248845,1,0.09921875
4,0.449491312,0,0.165625
1,0.3835197,1,0.213476563
3,0.418336707,1,0.188085938
2,0.437616109,1,0.124609375
2,0.289466166,1,0.09921875
1,0.429043577,1,0.152929688
1,0.489369092,1,0.127539063
4,0.412395394,1,0.09921875
4,0.537335813,1,0.158789063
3,0.320323136,1,0.09921875
4,0.291862902,1,0.104101563
3,0.475728911,1,0.129492188
3,0.220992288,1,0.09921875
1,0.481137382,1,0.119726563
1,0.356184212,1,0.188085938
4,0.570891179,1,0.227148438
1,0.302008806,1,0.1890625
4,0.412180555,1,0.14609375
3,0.337542461,1,0.121679688
2,0.286516612,1,0.13828125
1,0.467444948,1,0.171484375
1,0.454805995,1,0.202734375
3,0.352356564,1,0.248632813
1,0.303860976,1,0.117773438
2,0.43807303,1,0.15
2,0.358105303,1,0.164648438
1,0.362224025,1,0.159765625
2,0.21722805,1,0.15
4,0.470368217,1,0.159765625
2,0.678255891,1,0.238867188
2,0.483556599,1,0.187109375
4,0.334774057,1,0.17734375
3,0.278769676,1,0.09921875
2,0.290664423,1,0.134375
2,0.257133459,1,0.108007813
2,0.331703472,1,0.09921875
3,0.387606589,1,0.116796875
2,0.292893012,1,0.134375
1,0.187921916,1,0.123632813
4,0.441410625,1,0.163671875
4,0.369580602,1,0.166601563
3,0.369986574,1,0.15
3,0.359662182,1,0.16171875
1,0.249679201,1,0.248632813
4,0.317381551,1,0.134375
2,0.2914929,1,0.188085938
1,0.362599085,1,0.112890625
1,0.311235008,1,0.144140625
3,0.296958412,1,0.159765625
1,0.403510194,1,0.14609375
1,0.271823117,1,0.09921875
3,0.383802,1,0.180273438
4,0.230140657,1,0.166601563
1,0.28038535,1,0.1421875
1,0.278892998,1,0.15
3,0.267441171,1,0.124609375
2,0.331240767,1,0.152929688
1,0.313608491,1,0.158789063
3,0.487597369,1,0.213476563
4,0.35076826,1,0.11875
2,0.324844084,1,0.139257813
3,0.483250296,1,0.199804688
2,0.378966492,1,0.16171875
2,0.318060217,1,0.1265625
4,0.494132554,0,0.191992188
4,0.381928047,1,0.09921875
1,0.401976095,1,0.191992188
4,0.369751043,1,0.188085938
1,0.348118754,1,0.135351563
1,0.205773414,1,0.197851563
2,0.355074531,1,0.148046875
4,0.339618574,1,0.20859375
4,0.503517275,1,0.167578125
1,0.486179867,1,0.248632813
3,0.271033691,1,0.100195313
