condition,response_time,response_corr,n200lat
2,0.33368388,1,0.11875
1,0.24769367,1,0.09921875
2,0.35409881,1,0.131445313
1,0.453803622,1,0.248632813
1,0.290283163,1,0.176367188
3,0.387454575,1,0.131445313
2,0.1818839,1,0.108984375
1,0.221561293,1,0.147070313
4,0.299466397,1,0.09921875
3,0.369136285,1,0.09921875
3,0.326214529,1,0.137304688
2,0.264497605,1,0.217382813
3,0.780855008,1,0.09921875
2,0.263437928,1,0.121679688
1,0.262489348,1,0.155859375
4,0.382811733,1,0.158789063
3,0.290907813,0,0.13828125
1,0.221707617,1,0.140234375
4,0.187847442,1,0.112890625
2,0.171840043,1,0.150976563
1,0.204101111,1,0.16171875
3,0.318734822,1,0.09921875
2,0.151710988,1,0.125585938
1,0.128231084,1,0.09921875
1,0.160835045,1,0.09921875
3,0.160255358,1,0.09921875
2,0.518663772,1,0.147070313
4,0.180672147,1,0.248632813
4,0.263786085,1,0.09921875
3,0.186442677,1,0.149023438
4,0.164806745,1,0.141210938
1,0.28130897,0,0.166601563
3,0.287773464,1,0.144140625
2,0.361567692,1,0.228125
4,0.530964993,0,0.128515625
2,0.214508908,1,0.09921875
3,0.154415467,1,0.111914063
1,0.297742211,1,0.09921875
1,0.122649994,1,0.139257813
2,0.231662414,1,0.12265625
1,0.263641205,1,0.156835938
1,0.172171782,1,0.147070313
2,0.116534847,1,0.113867188
1,0.261279772,1,0.132421875
2,0.234419659,1,0.09921875
3,0.487467915,1,0.09921875
2,0.205954208,1,0.137304688
3,0.202698695,1,0.135351563
1,0.225507545,1,0.147070313
4,0.205621951,1,0.140234375
2,0.151532317,1,0.124609375
3,0.31111784,1,0.109960938
4,0.471988309,1,0.137304688
4,0.442857938,1,0.134375
2,0.273052527,1,0.132421875
3,0.392921733,1,0.131445313
2,0.324149966,1,0.145117188
1,0.813545438,1,0.1265625
4,0.585216477,1,0.127539063
4,0.564546669,1,0.149023438
2,0.318580816,1,0.137304688
4,0.351725492,1,0.09921875
2,0.503267208,1,0.1421875
2,0.656686188,1,0.16171875
4,0.468161704,0,0.129492188
3,0.4650051,1,0.09921875
2,0.387792713,1,0.143164063
3,0.772119805,1,0.183203125
2,0.380710508,1,0.100195313
3,0.326989262,1,0.16953125
2,0.374295023,1,0.140234375
3,0.361377992,1,0.134375
3,0.413090512,1,0.1421875
1,0.258705537,1,0.248632813
1,0.345374738,1,0.13828125
2,0.412187332,1,0.137304688
4,0.439118051,1,0.134375
3,0.442144784,1,0.145117188
4,0.450778191,1,0.155859375
3,0.443016318,0,0.115820313
3,0.216015286,1,0.150976563
2,0.307505557,1,0.1265625
4,0.38719333,1,0.1734375
2,0.312866857,1,0.158789063
1,0.207782674,1,0.248632813
3,0.214915451,1,0.09921875
1,0.200153718,1,0.129492188
3,0.178627601,1,0.132421875
4,0.171332523,1,0.09921875
1,0.203957051,1,0.242773438
4,0.455853761,1,0.09921875
3,0.234071266,1,0.125585938
3,0.166772198,1,0.134375
4,0.168588966,1,0.127539063
4,0.39488476,1,0.09921875
1,0.231126273,1,0.09921875
3,0.185808894,1,0.09921875
3,0.305186443,1,0.134375
4,0.220307074,1,0.09921875
1,0.182639963,1,0.233984375
