condition,response_time,response_corr,n200lat
2,0.396424993,1,0.135351563
3,0.324439662,1,0.154882813
1,0.315506041,1,0.135351563
2,0.354460425,1,0.141210938
1,0.405025827,1,0.141210938
4,0.727436406,1,0.09921875
2,0.912865963,1,0.158789063
4,0.65064222,1,0.111914063
3,0.460154527,1,0.141210938
4,0.526971613,1,0.196875
3,0.370022433,1,0.09921875
4,0.39885763,1,0.17734375
1,0.399512495,1,0.1109375
3,0.341825847,1,0.160742188
4,0.564758792,1,0.16171875
3,0.628068421,1,0.09921875
4,0.650403145,1,0.09921875
1,0.340525976,1,0.121679688
1,0.273214782,1,0.165625
2,0.422708372,1,0.158789063
2,0.368081394,1,0.214453125
1,0.278560682,1,0.09921875
2,0.391852041,1,0.09921875
1,0.325372063,1,0.1578125
3,0.446555181,1,0.144140625
1,0.341156156,1,0.16171875
4,0.363304962,1,0.121679688
3,0.379474362,1,0.09921875
3,0.314368679,1,0.154882813
1,0.379251103,1,0.119726563
1,0.289314631,1,0.211523438
2,0.27102747,1,0.163671875
3,0.497977129,1,0.1734375
1,0.338995798,1,0.119726563
3,0.421110417,1,0.222265625
4,0.385816161,1,0.248632813
3,0.315980656,1,0.117773438
3,0.523957319,1,0.16171875
1,0.388085713,1,0.143164063
4,0.35653967,1,0.159765625
2,0.377645522,1,0.165625
3,0.503817737,1,0.100195313
1,0.396357243,1,0.15390625
4,0.360874096,1,0.108007813
4,0.5676322,1,0.132421875
4,0.337612062,1,0.133398438
3,0.634406406,0,0.125585938
3,0.522073112,1,0.137304688
1,0.299841943,1,0.150976563
3,0.339094842,1,0.134375
3,0.355727298,1,0.133398438
1,0.418755323,1,0.10703125
4,0.289315517,1,0.132421875
3,0.330775749,1,0.164648438
1,0.409597838,1,0.1421875
4,0.928137405,1,0.09921875
4,0.441746426,1,0.09921875
3,0.473908559,1,0.141210938
1,0.241740866,1,0.13828125
4,0.587291492,1,0.207617188
1,0.415245236,1,0.182226563
3,0.439523315,1,0.123632813
4,0.52397209,1,0.109960938
2,0.858111494,1,0.159765625
4,0.645581736,1,0.195898438
3,0.388215397,1,0.172460938
1,0.365658228,1,0.14609375
2,0.474605936,1,0.145117188
1,0.427789683,1,0.09921875
1,0.609884341,1,0.18125
4,0.797273981,1,0.205664063
3,0.349921937,1,0.120703125
3,0.401111343,1,0.133398438
2,0.389865087,1,0.133398438
4,0.394479913,1,0.105078125
1,0.353384772,1,0.160742188
4,0.466828446,1,0.158789063
4,0.358120398,1,0.151953125
1,0.476050896,1,0.136328125
,,,0.17734375
2,0.495131698,1,0.124609375
4,0.389837366,1,0.17734375
2,0.38088369,1,0.147070313
2,0.482046981,1,0.248632813
3,0.50313025,1,0.104101563
2,0.506841378,1,0.147070313
2,0.372237928,1,0.160742188
1,0.367373846,1,0.09921875
4,0.685390492,1,0.140234375
1,0.393073785,1,0.149023438
3,1.479602365,0,0.238867188
4,0.335065232,1,0.163671875
3,0.432419154,1,0.171484375
2,0.350784763,1,0.12265625
3,0.557966038,1,0.152929688
2,0.378727746,1,0.13046875
3,0.55084571,1,0.223242188
1,0.355236976,1,0.155859375
2,1.254184535,1,0.20859375
2,0.390634672,1,0.108984375
1,0.323201301,1,0.11875
4,0.479555825,1,0.1109375
2,0.407720167,1,0.13828125
3,0.701567838,1,0.16171875
1,0.57211885,1,0.1265625
1,0.509014907,1,0.248632813
2,0.47026108,1,0.1265625
4,0.523700452,1,0.139257813
1,0.400003889,1,0.221289063
1,0.408379575,1,0.134375
4,0.531769292,1,0.121679688
4,0.518119968,1,0.15390625
,,,0.09921875
2,0.412242417,1,0.18125
2,0.361655238,1,0.179296875
1,0.337179311,1,0.108007813
4,0.339281901,1,0.09921875
2,0.404450484,1,0.1890625
1,0.373140586,1,0.150976563
3,0.653270647,1,0.1265625
1,0.341237689,1,0.16953125
4,0.360237582,1,0.13046875
3,0.450263458,1,0.16171875
1,0.391493616,1,0.135351563
4,0.916130538,1,0.172460938
2,0.559231532,1,0.2203125
1,0.821450889,1,0.134375
2,0.388279017,1,0.1578125
3,0.338385286,1,0.165625
3,0.37864686,1,0.23984375
3,0.619190615,1,0.229101563
2,0.497262882,1,0.248632813
2,0.337909912,1,0.109960938
1,0.383080309,1,0.148046875
3,0.490699903,1,0.248632813
3,0.499314289,1,0.09921875
2,0.332661737,1,0.131445313
2,0.387553865,1,0.108007813
3,0.33864478,1,0.171484375
2,0.366936078,1,0.124609375
4,0.772735059,1,0.24375
4,0.421834592,1,0.13046875
4,0.818338871,0,0.09921875
3,0.418779744,1,0.12265625
2,0.929091969,1,0.186132813
1,0.361777541,1,0.117773438
3,0.411881217,1,0.143164063
2,0.411602634,1,0.115820313
4,0.509166782,1,0.162695313
4,0.398003845,1,0.180273438
3,0.611071766,1,0.137304688
1,0.265882649,1,0.160742188
2,0.39582703,1,0.133398438
1,0.59742604,1,0.131445313
2,0.360348433,1,0.134375
4,0.459447273,1,0.244726563
4,0.410030596,1,0.162695313
2,0.249562312,1,0.145117188
2,0.280416837,1,0.165625
4,0.523951997,1,0.213476563
3,0.552557964,1,0.151953125
2,0.72250474,1,0.17734375
1,0.477446247,1,0.132421875
