condition,image_index,key_press,response_time,response_corr,stimulus_side,prioritization_cue,n200lat
1,30,2,0.269665618634463,1,1,75,0.09921875
1,23,2,0.757332353096899,1,1,75,0.2056640625
4,43,1,0.319302755671742,1,0,76,0.2037109375
1,16,1,0.711473744771865,1,1,75,0.1578125
2,4,1,0.305900258431393,1,0,76,0.16953125
4,42,1,0.534814518200619,1,0,76,0.21640625
2,33,2,0.302941264791116,1,0,76,0.1724609375
2,16,1,0.335847729937086,1,0,76,0.09921875
3,51,1,0.226479473807558,1,0,74,0.2046875
2,9,1,0.265358020868007,1,0,76,0.19296875
1,14,1,0.354976650340177,1,1,75,0.2056640625
4,60,2,0.408890134502144,1,0,76,0.1724609375
4,44,1,0.288824349177958,1,1,76,0.1734375
2,34,2,0.269656724354718,1,0,76,0.1802734375
2,25,2,0.386663449799016,1,0,76,0.1705078125
1,5,1,0.391000071527742,1,0,74,0.183203125
3,68,2,0.271570250813056,1,0,74,0.09921875
4,54,1,0.31936635909824,1,0,76,0.2486328125
4,65,2,0.303674929638873,1,1,76,0.171484375
2,5,1,0.334085844101537,1,1,76,0.20078125
4,51,1,0.471829252227508,1,0,76,0.2359375
1,1,1,0.261422502526329,1,0,74,0.194921875
2,18,1,0.371124984528251,1,1,76,0.2095703125
1,29,2,0.320185137846238,1,0,74,0.1705078125
2,19,2,0.379849872027989,1,1,76,0.1958984375
4,61,2,0.438473982989308,1,1,76,0.1626953125
1,34,2,0.280827272473289,1,1,75,0.09921875
4,71,1,0.414804506849578,0,0,76,0.1275390625
3,41,1,0.396153752857572,1,0,74,0.1890625
1,9,1,0.320171869820115,1,1,75,0.2056640625
4,37,1,0.333957151964569,1,1,76,0.09921875
3,53,1,0.328938922423731,1,1,75,0.1060546875
1,20,2,0.458355118098552,1,0,74,0.21640625
3,42,1,0.498969552331801,1,1,75,0.1880859375
1,22,2,0.3149043218109,1,0,74,0.1802734375
4,38,1,0.372223911927904,1,1,76,0.09921875
2,20,2,0.349364412309114,1,0,76,0.1626953125
4,69,1,0.849332126696936,0,1,76,0.1158203125
4,59,2,0.301844367526428,1,1,76,0.2486328125
4,57,2,0.328230151607386,1,0,76,0.1919921875
1,13,1,0.349526663867437,1,0,74,0.2125
3,49,1,1.34061930805001,1,1,75,0.09921875
4,40,1,0.580038470557156,1,0,76,0.2203125
1,10,1,0.321336515370604,1,1,75,0.09921875
2,8,1,0.28241882601651,1,1,76,0.2125
3,60,2,0.389009484536473,1,1,75,0.09921875
2,28,2,0.284172762980234,1,1,76,0.2056640625
1,36,2,0.670752390105008,1,0,74,0.163671875
4,63,2,0.418338008738829,1,0,76,0.1919921875
3,50,1,0.441950618712326,1,0,74,0.2408203125
3,38,1,0.354904053117025,1,0,74,0.1001953125
3,40,1,0.430647584394137,1,1,75,0.19296875
2,1,1,0.275071238202145,1,1,76,0.2359375
4,50,1,0.374086963661284,1,0,76,0.175390625
3,44,1,0.4879274599989,1,0,74,0.206640625
4,45,1,0.347291010246408,1,1,76,0.09921875
2,27,2,0.504502194648012,1,1,76,0.16171875
3,67,2,0.568431560386671,1,1,75,0.1431640625
4,47,1,0.478652764223625,1,1,76,0.09921875
2,24,2,0.464448607547638,1,1,76,0.159765625
1,3,1,0.384974972244891,1,1,75,0.2486328125
1,31,2,0.366896703829298,1,1,75,0.09921875
2,32,2,0.413085109546046,1,0,76,0.1939453125
4,64,2,0.283914614918103,1,0,76,0.1783203125
1,28,2,0.275937157873159,1,1,75,0.179296875
3,69,2,0.514068478487388,1,0,74,0.2134765625
3,62,2,0.295898102657702,1,0,74,0.1646484375
3,54,1,0.348363075679117,1,1,75,0.2369140625
1,6,1,0.449007439474371,1,0,74,0.1939453125
2,29,2,0.345034405932893,1,0,76,0.1998046875
1,35,2,0.325977973286172,1,0,74,0.1705078125
4,68,2,0.398919714511976,1,0,76,0.16171875
3,37,1,0.443597831786064,1,0,74,0.2076171875
1,19,2,0.694495500925768,1,0,74,0.1705078125
1,12,2,0.405984690643891,0,1,75,0.1841796875
4,56,2,0.550064686912265,1,1,76,0.09921875
2,31,2,0.727606116527568,1,1,76,0.17734375
1,4,1,0.54162641165658,1,0,74,0.2486328125
2,21,2,0.255168197042622,1,0,76,0.17734375
3,39,1,0.305470412215982,1,1,75,0.2017578125
2,2,1,0.417385139089674,1,1,76,0.2017578125
4,66,2,0.456715383682422,1,1,76,0.108984375
3,57,2,0.459396806145378,1,0,74,0.09921875
4,72,2,0.356776193186306,1,1,76,0.1822265625
2,26,2,0.372422367556283,1,0,76,0.206640625
2,36,2,0.391944410132055,1,0,76,0.2037109375
3,64,2,0.214628263283885,1,1,75,0.2486328125
4,53,2,0.297487693240328,0,1,76,0.1001953125
1,18,1,0.152811852405648,1,1,75,0.1861328125
3,66,2,0.34370145822686,1,0,74,0.1998046875
4,58,2,0.766125404363265,1,0,76,0.226171875
4,48,1,0.433378379437272,1,1,76,0.1734375
4,62,2,0.590822457123068,1,1,76,0.15390625
3,56,2,0.275927972508725,1,1,75,0.1861328125
1,15,1,0.346172070096145,1,0,74,0.1734375
2,35,2,0.367459568658887,1,0,76,0.1763671875
3,71,2,0.517374562983605,1,0,74,0.2056640625
1,33,2,0.319232693629601,1,1,75,0.1138671875
1,32,2,0.326258935485384,1,0,74,0.171484375
2,17,1,0.281659349100664,1,1,76,0.24765625
1,25,2,0.285368281009141,1,0,74,0.20078125
4,39,1,0.403277764613449,1,0,76,0.1978515625
1,7,1,0.366728802226135,1,0,74,0.21640625
1,17,1,0.469761547481539,1,0,74,0.2095703125
3,52,1,0.360973576525794,1,0,74,0.206640625
1,27,2,0.392587674270544,1,1,75,0.2232421875
4,52,1,0.288850158758578,1,0,76,0.2037109375
3,46,1,0.256936718134966,1,1,75,0.103125
2,3,1,0.314702427889642,1,1,76,0.2046875
4,46,1,0.670721644508376,1,0,76,0.2076171875
3,70,2,0.400786216976485,1,1,75,0.2154296875
4,55,2,0.415780120974887,1,1,76,0.1490234375
3,61,2,0.191307236396824,1,1,75,0.18515625
3,45,1,0.437072010698103,1,0,74,0.1890625
1,24,2,0.411079281617276,1,0,74,0.24375
1,2,2,0.294023203494362,0,1,75,0.09921875
4,41,1,0.369580161403064,1,0,76,0.1919921875
2,23,2,0.3218092631123,1,1,76,0.2486328125
1,11,1,0.333630743107278,1,1,75,0.1734375
1,8,1,0.733944160097963,1,0,74,0.228125
